oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
ZTE,nubia Red Magic 5G Lite,"2020, June 19","Available. Released 2020, June 19",171.7 x 78.5 x 9.1 mm (6.76 x 3.09 x 0.36 in),215 g (7.58 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.65 inches, 108.6 cm (~80.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10, nubia UI 8.0"
ZTE,nubia Play,"2020, April 21","Available. Released 2020, April 24",171.7 x 78.5 x 9.1 mm (6.76 x 3.09 x 0.36 in),210 g (7.41 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.65 inches, 108.6 cm (~80.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10, nubia UI 8.0"
ZTE,Axon 11 4G,"2020, June 04","Available. Released 2020, June 17",159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),168 g (5.93 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.47 inches, 102.8 cm (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10, MiFavor 10"
ZTE,Axon 11 5G,"2020, March 23","Available. Released 2020, March 30",159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),168 g (5.93 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.47 inches, 102.8 cm (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10, MiFavor 10"
ZTE,nubia Red Magic 5G,"2020, March 12","Available. Released 2020, March 19",168.6 x 78 x 9.8 mm (6.64 x 3.07 x 0.39 in),218 g (7.69 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.65 inches, 108.6 cm (~82.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10, Redmagic 3.0"
ZTE,Axon 10s Pro 5G,"2020, February 06",Discontinued,159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),175 g (6.17 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.47 inches, 102.8 cm (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10, MiFavor 10"
ZTE,Blade Max View,2019,Available. Released 2019,163.1 x 74.9 x 8.1 mm (6.42 x 2.95 x 0.32 in),160 g (5.64 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm (~76.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 7.1.1 (Nougat), upgradable to Android 8.1 (Oreo)"
ZTE,Blade A7 Prime,"2019, November","Available. Released 2019, November",156.7 x 72.9 x 8.1 mm (6.17 x 2.87 x 0.32 in),165 g (5.82 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm (~79.7% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
ZTE,Blade 10 Prime,"2019, November","Available. Released 2019, November",158 x 75.2 x 7.9 mm (6.22 x 2.96 x 0.31 in),165 g (5.82 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm (~83.4% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
ZTE,Blade 20,"2019, October","Available. Released 2019, October",162.9 x 76.6 x 9 mm (6.41 x 3.02 x 0.35 in),190 g (6.70 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.49 inches, 103.4 cm (~82.9% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~265 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
ZTE,nubia Red Magic 3s,"2019, September","Available. Released 2019, September",171.7 x 78.5 x 9.7 mm (6.76 x 3.09 x 0.38 in),215 g (7.58 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.65 inches, 108.6 cm (~80.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie), Redmagic 2.0"
ZTE,nubia Z20,"2019, August","Available. Released 2019, August",158.6 x 75.3 x 9 mm (6.24 x 2.96 x 0.35 in),186 g (6.56 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.42 inches, 101.2 cm (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~401 ppi density)","Dual fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie), Nubia UI 7"
ZTE,nubia X 5G,"Exp. announcement 2019, July",Cancelled,-,-,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)","Dual fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
ZTE,Blade A5 (2019),"2019, May","Available. Released 2019, May",145.8 x 70 x 9.6 mm (5.74 x 2.76 x 0.38 in),157 g (5.54 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~75.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
ZTE,Blade A3 (2019),"2019, April","Available. Released 2019, April",137.4 x 67.5 x 10.5 mm (5.41 x 2.66 x 0.41 in),144 g (5.08 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 64.5 cm (~69.6% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~215 ppi density)",Accelerometer,Android 9.0 Pie (Go edition)
ZTE,Blade L8,"2019, April","Available. Released 2019, April",137.4 x 67.5 x 10.5 mm (5.41 x 2.66 x 0.41 in),144 g (5.08 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 64.5 cm (~69.6% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~215 ppi density)",Accelerometer,Android 9.0 Pie (Go edition)
ZTE,nubia Red Magic 3,"2019, May","Available. Released 2019, May",171.7 x 78.5 x 9.7 mm (6.76 x 3.09 x 0.38 in),215 g (7.58 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.65 inches, 108.6 cm (~80.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie), upgradable to Android 10, Redmagic 3.0"
ZTE,Axon 10 Pro,"2019, February","Available. Released 2019, May",159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),175 g (6.17 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.47 inches, 102.8 cm (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie), upgradable to Android 10, MiFavor 10.0"
ZTE,Blade V10 Vita,"2019, February","Available. Released 2019, March",157.1 x 75.8 x 8.1 mm (6.19 x 2.98 x 0.32 in),150 g (5.29 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~82.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
ZTE,Blade A7 Vita,"2018, December","Available. Released 2018, December",147 x 69.5 x 7.9 mm (5.79 x 2.74 x 0.31 in),135 g (4.76 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~75.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 8.1 (Oreo)
ZTE,Blade A7,"2019, May","Available. Released 2019, May",154 x 72.8 x 7.9 mm (6.06 x 2.87 x 0.31 in),146 g (5.15 oz),Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","6.01 inches, 88.7 cm (~79.1% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~286 ppi density)","Accelerometer, proximity","Android 9.0 (Pie), MiFavor 9.0"
ZTE,V889M,"2012, November. Released 2012, December",Discontinued,120.5 x 63.6 x 11.9 mm (4.74 x 2.50 x 0.47 in),-,Dual SIM (Mini-SIM),TFT capacitive touchscreen,"4.0 inches, 45.5 cm (~59.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Accelerometer, gyro, proximity, compass",Android 4.0 (Ice Cream Sandwich)
ZTE,N880E,"2012, May. Released 2012, May",Discontinued,119 x 61 x 10.4 mm (4.69 x 2.40 x 0.41 in),130 g (4.59 oz),Mini-SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm (~62.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Accelerometer, proximity, compass","Android 2.3 (Gingerbread), 4.1.1 (Jelly Bean), upgradable to 4.2 (Jelly Bean)"
ZTE,Skate Acqua,"2012, February. Released 2012, Q4",Discontinued,-,-,Mini-SIM,"TFT capacitive touchscreen, 65K colors","4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Accelerometer, proximity, compass",Android 4.0 (Ice Cream Sandwich)
ZTE,Sage,2010. Released 2010,Discontinued,93 x 49 x 13.5 mm (3.66 x 1.93 x 0.53 in),80 g (2.82 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors",,,V1,
Benefon,Vega,1999,Discontinued,145 x 56 x 23 mm (5.71 x 2.20 x 0.91 in),190 g (6.70 oz),Mini-SIM,Monochrome graphic,,6 lines,V1,
Garmin-Asus,nuvifone M10,"2010, January. Released 2010, March",Discontinued,-,-,Mini-SIM,"TFT resistive touchscreen, 65K colors","3.5 inches, 34.9 cm","480 x 800 pixels, 5:3 ratio (~267 ppi density)",Accelerometer,Microsoft Windows Mobile 6.5.3 Professional
Gigabyte,GSmart G1305 Boston,"2010, April. Released 2010, April",Discontinued,116 x 56.8 x 12.4 mm (4.57 x 2.24 x 0.49 in),118 g (4.16 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm (~46.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Accelerometer,Android 1.6 (Donut)
Gigabyte,GSmart,Not officially announced yet,Cancelled,103 x 54 x 13.4 mm (4.06 x 2.13 x 0.53 in),-,Mini-SIM,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm (~43.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Accelerometer,Android 1.6 (Donut)
Google,Pixel 4 XL,"2019, October 15","Available. Released 2019, October 22",160.4 x 75.1 x 8.2 mm (6.31 x 2.96 x 0.32 in),193 g (6.81 oz),Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors","6.3 inches, 98.0 cm (~81.3% screen-to-body ratio)","1440 x 3040 pixels, 19:9 ratio (~537 ppi density)","Face ID, accelerometer, gyro, proximity, compass, barometer",Android 10
Google,Pixel 4,"2019, October 15","Available. Released 2019, October 22",147.1 x 68.8 x 8.2 mm (5.79 x 2.71 x 0.32 in),162 g (5.71 oz),Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors","5.7 inches, 80.7 cm (~79.8% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~444 ppi density)","Face ID, accelerometer, gyro, proximity, compass, barometer",Android 10
Google,Pixel 3a XL,"2019, May 07","Available. Released 2019, May 15",160.1 x 76.1 x 8.2 mm (6.30 x 3.00 x 0.32 in),167 g (5.89 oz),"Nano-SIM, eSIM","OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm (~76.3% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer","Android 9.0 (Pie), upgradable to Android 10"
Google,Pixel 3a,"2019, May 07","Available. Released 2019, May 15",151.3 x 70.1 x 8.2 mm (5.96 x 2.76 x 0.32 in),147 g (5.19 oz),Nano-SIM,"OLED capacitive touchscreen, 16M colors","5.6 inches, 79.6 cm (~75.0% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~441 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer","Android 9.0 (Pie), upgradable to Android 10"
Haier,N60,"2005, Q1",Discontinued,94 x 48 x 25 mm (3.70 x 1.89 x 0.98 in),131 g (4.62 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors",,"320 x 240 pixels, 4:3 ratio",V1,Linux
Haier,T3000,"2005, Q1",Discontinued,85 x 45 x 23.5 mm (3.35 x 1.77 x 0.93 in),85 g (3.00 oz),Mini-SIM,65K colors,,128 x 160 pixels,V1,
Haier,V280,2005,Discontinued,109 x 44 x 14.5 mm (4.29 x 1.73 x 0.57 in),80 g (2.82 oz),Mini-SIM,65K colors,,128 x 160 pixels,V1,
Haier,V190,2004,Discontinued,106 x 46 x 18.8 mm (4.17 x 1.81 x 0.74 in),90 g (3.17 oz),Mini-SIM,65K colors,,"128 x 128 pixels, 1:1 ratio",V1,
Haier,V100,2004,Discontinued,106 x 46 x 18.8 mm (4.17 x 1.81 x 0.74 in),90 g (3.17 oz),Mini-SIM,65K colors,,"128 x 128 pixels, 1:1 ratio",V1,
Haier,P5,2003,Discontinued,135 x 28 x 18 mm (5.31 x 1.10 x 0.71 in),75 g (2.65 oz),Mini-SIM,Monochrome,,"64 x 102 pixels, 16:10 ratio",V1,
Haier,Z8000,2004,Discontinued,83 x 44 x 23.8 mm (3.27 x 1.73 x 0.94 in),90 g (3.17 oz),Mini-SIM,4096 colors,,"128 x 128 pixels, 1:1 ratio",V1,
Honor,8S 2020,"2020, May 27","Available. Released 2020, May 27",147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),146 g (5.15 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm (~78.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity","Android 9.0 (Pie), EMUI 9, Google Play Services"
Honor,Play4,"2020, June 03","Available. Released 2020, June 13",170 x 78.5 x 8.9 mm (6.69 x 3.09 x 0.35 in),213 g (7.51 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.81 inches, 112.0 cm (~83.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~386 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10, Magic UI 3.1, no Google Play Services"
Honor,Play4 Pro,"2020, June 03","Available. Released 2020, June 10",162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in),213 g (7.51 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.2 cm (~84.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10, Magic UI 3.1, no Google Play Services"
Honor,X10 5G,"2020, May 20","Available. Released 2020, May 26",163.7 x 76.5 x 8.8 mm (6.44 x 3.01 x 0.35 in),203 g (7.16 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.63 inches, 106.1 cm (~84.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~397 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10, Magic UI 3.1, no Google Play Services"
Honor,V6,"2020, May 19","Available. Released 2020, June 15",245.2 x 154.9 x 7.8 mm (9.65 x 6.10 x 0.31 in),480 g (1.06 lb),No,"IPS LCD capacitive touchscreen, 16M colors","10.4 inches, 307.9 cm (~81.1% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~224 ppi density)","Accelerometer, proximity, compass","Android 10, Magic UI 3.1, no Google Play Services"
Honor,9A,"2020, April 29","Available. Released 2020, May 04",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),185 g (6.53 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm (~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~278 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 10, Magic UI 3.1, no Google Play Services"
Honor,9C,"2020, April 29","Available. Released 2020, May 04",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~82.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 10, EMUI 10.1, no Google Play Services"
Honor,9S,"2020, April 29","Available. Released 2020, May 04",146.5 x 70.9 x 8.4 mm (5.77 x 2.79 x 0.33 in),144 g (5.08 oz),"Dual SIM (Nano-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity","Android 10, Magic UI 3.1, no Google Play Services"
Honor,9X Lite,"2020, April 17","Available. Released 2020, May 14",160.4 x 76.6 x 7.8 mm (6.31 x 3.02 x 0.31 in),188 g (6.63 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 103.2 cm (~84.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9.0 (Pie), EMUI 9.1"
Honor,30 Pro+,"2020, April 15","Available. Released 2020, April 21",160.3 x 73.6 x 8.4 mm (6.31 x 2.90 x 0.33 in),190 g (6.70 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.57 inches, 106.0 cm (~89.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10, Magic UI 3, no Google Play Services"
Honor,30 Pro,"2020, April 15","Available. Released 2020, April 21",160.3 x 73.6 x 8.4 mm (6.31 x 2.90 x 0.33 in),186 g (6.56 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.57 inches, 106.0 cm (~89.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10, Magic UI 3, no Google Play Services"
Honor,30,"2020, April 15","Available. Released 2020, April 21",160.3 x 74.2 x 8.1 mm (6.31 x 2.92 x 0.32 in),185 g (6.53 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.53 inches, 102.9 cm (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10, Magic UI 3, no Google Play Services"
Honor,20e,"2020, April 16","Available. Released 2020, April 27",154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),164 g (5.78 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9.0 (Pie), EMUI 9.1, no Google Play Services"
Honor,Play 4T Pro,"2020, April 09","Available. Released 2020, April 09",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),165 g (5.82 oz),"Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm (~83.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass","Android 10, Magic UI 2, no Google Play Services"
Honor,Play 4T,"2020, April 09","Available. Released 2020, April 14",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~82.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 10, Magic UI 3, no Google Play Services"
Honor,8A 2020,"2020, April 10","Available. Released 2020, April 15",156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in),150 g (5.29 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm (~79.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie), EMUI 9"
Honor,8A Prime,"2020, March 30","Available. Released 2020, March 30",156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in),150 g (5.29 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm (~79.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 9.0 (Pie), EMUI 9"
